movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
Collapse,NR,"Documentary, Special Interest",06-11-09,06-15-10,85,Certified Fresh,83,41,84,3584
Three Blind Mice,PG,"Comedy, Drama",,02-23-10,93,Fresh,80,5,50,229
The Last Song,PG,"Drama, Kids , Family, Romance",03-31-10,08-17-10,107,Rotten,20,118,66,160777
Babies,PG,"Documentary, Special Interest",07-05-10,09-28-10,79,Fresh,68,113,62,35015
Lottery Ticket,PG-13,Comedy,08-20-10,11-16-10,99,Rotten,35,81,44,29992
Going the Distance,R,"Comedy, Romance",03-09-10,11-30-10,97,Rotten,53,165,52,57418
Life as We Know It,PG-13,"Comedy, Drama",08-10-10,08-02-11,112,Rotten,29,149,61,82395
The Final,R,"Drama, Horror, Mystery , Suspense",01-29-10,03-23-10,92,Rotten,13,8,32,1082
Frozen,R,"Drama, Horror, Mystery , Suspense",05-02-10,09-28-10,94,Fresh,63,95,46,20583
Prodigal Sons,PG,"Documentary, Special Interest",02-26-10,05-18-10,86,Fresh,86,29,79,476
The Ghost Writer,PG-13,"Drama, Mystery , Suspense",02-19-10,03-08-10,68,Certified Fresh,84,205,70,60319
Repo Men,R,"Action , Adventure, Science Fiction , Fantasy",03-19-10,07-27-10,119,Rotten,22,151,41,100453
7 Days (Les 7 jours du talion),R,"Art House , International, Horror, Mystery , Suspense",05-02-10,09-28-10,110,Fresh,86,14,68,1472
Daddy Longlegs,NR,"Comedy, Drama",05-14-10,01-09-10,98,Fresh,80,30,51,534
Winter's Bone,R,Drama,11-06-10,10-26-10,99,Certified Fresh,94,169,76,51659
The Kids Are All Right,R,"Comedy, Drama",09-07-10,11-16-10,104,Certified Fresh,93,222,74,63538
Lucky,R,"Documentary, Special Interest",12-31-10,04-26-11,87,Fresh,60,5,39,267
High School,R,Comedy,01-06-12,04-09-12,93,Rotten,26,53,48,8204
Stolen,R,"Drama, Mystery , Suspense",05-03-10,06-29-10,97,Rotten,0,20,39,2690
The Killing Jar,R,"Drama, Mystery , Suspense",03-19-10,02-22-11,92,Rotten,0,8,35,588
La MISSION,R,Drama,09-04-10,07-20-10,117,Rotten,50,26,72,5866
Predators,R,"Action , Adventure, Horror, Science Fiction , Fantasy",09-07-10,10-19-10,107,Fresh,65,198,52,159760
Stonewall Uprising,PG-13,"Documentary, Special Interest",06-16-10,01-03-11,82,Fresh,84,31,76,268
The Oath,NR,"Documentary, Special Interest",07-05-10,09-28-10,96,Fresh,91,23,79,432
The Wild Hunt,NR,"Drama, Mystery , Suspense, Science Fiction , Fantasy",09-17-10,07-06-11,96,Fresh,82,11,74,710
The Lottery,PG,"Documentary, Special Interest",11-06-10,08-31-10,80,Fresh,62,13,76,390
Assault on Precinct 13,R,"Action , Adventure, Drama, Mystery , Suspense",05-11-76,11-03-03,91,Certified Fresh,98,42,80,24609
Asylum,PG,"Documentary, Horror, Mystery , Suspense, Science Fiction , Fantasy, Special Interest, Romance",11-17-72,07-25-06,96,Fresh,64,11,47,294
Attack of the 50 Foot Woman,PG,"Classics, Science Fiction , Fantasy",01-01-58,06-26-07,65,Fresh,75,12,21,8576
Avenging Angel,R,"Action , Adventure, Drama, Mystery , Suspense",,01-01-98,94,Rotten,33,6,26,1541
The Awakening,R,"Horror, Mystery , Suspense",01-10-80,06-14-12,101,Rotten,0,5,21,420
Babes in Toyland,G,"Kids , Family, Musical , Performing Arts, Science Fiction , Fantasy, Romance",12-14-61,03-09-02,105,Rotten,36,11,60,10316
Bad Company,PG,"Action , Adventure, Drama, Western",08-10-72,04-06-02,92,Fresh,91,11,71,2293
The Bad News Bears,PG,"Classics, Comedy",07-04-76,12-02-02,102,Fresh,97,30,80,40358
The Bad Seed,NR,"Classics, Drama, Horror, Mystery , Suspense",12-09-56,10-08-04,129,Fresh,63,27,83,8623
Bang The Drum Slowly,PG,"Classics, Comedy, Drama, Sports , Fitness",01-01-73,04-03-03,96,Fresh,92,38,62,3791
Battleground,NR,"Action , Adventure, Classics, Drama",09-11-49,04-05-04,118,Fresh,100,6,83,2728
Beauty and The Beast (La Belle et la bête),NR,"Drama, Science Fiction , Fantasy, Romance",01-01-46,02-06-98,120,Certified Fresh,95,64,90,22600
1001 Grams,NR,Drama,08-05-15,05-10-15,93,Fresh,82,22,46,265
The Best of Times,PG-13,"Comedy, Drama",01-31-86,02-02-99,105,Rotten,31,13,43,6504
Betrayed,R,"Action , Adventure, Drama, Mystery , Suspense",08-26-88,07-03-00,112,Rotten,42,12,52,735
The Big Brawl (Battle Creek Brawl),R,"Action , Adventure, Comedy",10-09-80,07-09-04,95,Fresh,67,6,43,5469
Big Business,PG,Comedy,10-06-88,08-13-02,98,Rotten,44,16,69,20069
The Big Heat,PG,"Classics, Drama, Mystery , Suspense",,12-18-01,90,Fresh,100,29,90,5939
The Big Sleep,PG,"Classics, Drama, Mystery , Suspense",08-31-46,02-15-00,116,Certified Fresh,97,64,91,33461
The Big Sleep,R,"Art House , International, Drama, Mystery , Suspense",,08-22-00,99,Fresh,67,6,26,1460
The Birds,PG-13,"Classics, Horror, Mystery , Suspense",03-28-63,03-28-00,119,Certified Fresh,95,55,83,176409
Black Christmas,R,"Horror, Mystery , Suspense",12-20-74,06-11-01,93,Fresh,71,31,75,22965
The Black Hole,PG,"Action , Adventure, Kids , Family, Science Fiction , Fantasy",01-01-79,04-20-99,97,Rotten,40,30,45,9766
The Black Pirate,NR,"Action , Adventure, Classics",08-03-26,12-10-99,122,Fresh,100,11,67,1413
Black Rain,R,"Action , Adventure, Drama, Mystery , Suspense",,02-16-99,125,Rotten,52,21,55,27767
Black Sunday,R,"Action , Adventure, Drama, Horror, Mystery , Suspense",11-03-77,10-14-03,165,Fresh,69,26,64,3896
Black Widow,R,"Drama, Mystery , Suspense",06-02-87,03-02-04,102,Rotten,48,21,40,3798
Blackmail,NR,"Classics, Drama, Mystery , Suspense",06-10-29,12-10-04,86,Fresh,86,21,65,4717
Blind Date,PG-13,"Comedy, Drama",03-27-87,05-02-02,95,Rotten,21,24,43,18531
Blood and Sand,NR,"Classics, Drama, Romance",05-22-41,01-05-07,123,Fresh,100,9,67,634
Blood Feast,NR,"Classics, Horror",01-01-63,02-22-00,70,Rotten,38,13,45,6237
Der Blaue Engel (The Blue Angel),NR,"Art House , International, Classics, Drama, Musical , Performing Arts",01-04-30,11-13-01,103,Certified Fresh,95,44,87,5687
Bluebeard,G,"Classics, Drama, Horror, Mystery , Suspense",11-11-44,06-29-04,73,Fresh,100,12,38,798
The Border,R,"Action , Adventure, Drama, Mystery , Suspense",01-29-82,11-05-04,1,Fresh,80,10,53,3283
Born Yesterday,NR,"Classics, Comedy, Drama",12-26-50,02-15-00,103,Fresh,95,22,86,4771
The Boston Strangler,R,"Classics, Drama, Mystery , Suspense",10-16-68,07-09-04,120,Fresh,86,14,49,431
The Bounty,PG,"Action , Adventure, Drama",04-05-84,11-21-00,130,Fresh,78,18,72,10323
The Boys from Brazil,R,"Action , Adventure, Drama, Mystery , Suspense",05-10-78,12-14-99,130,Fresh,69,32,67,7672
Brainstorm,PG,"Mystery , Suspense, Science Fiction , Fantasy",09-30-83,08-22-00,106,Rotten,59,17,55,6871
Breakout,PG,"Action , Adventure",,02-04-02,96,Rotten,33,9,42,1946
Brewster's Millions,PG,Comedy,05-22-85,12-05-98,102,Rotten,36,22,55,38491
Brian's Song,G,"Classics, Drama, Television",01-05-70,08-08-00,73,Fresh,85,13,82,9095
Brief Encounter,NR,"Classics, Drama, Romance",11-26-45,07-09-04,86,Certified Fresh,91,43,91,11139
Broken Arrow,G,"Action , Adventure, Classics, Drama, Western, Romance",07-21-50,05-22-07,93,Fresh,89,9,70,1021
Broken Blossoms,NR,"Classics, Drama, Romance",05-13-19,11-05-99,102,Fresh,95,22,71,3798
The Brotherhood,PG-13,"Action , Adventure, Classics, Drama",01-01-68,05-14-02,96,Fresh,75,8,25,1013
Bug,PG,"Classics, Horror, Mystery , Suspense, Science Fiction , Fantasy",01-06-75,09-14-04,99,Rotten,29,7,25,1995
Burglar,R,"Comedy, Drama",03-20-87,03-30-99,103,Rotten,27,11,40,6727
Bus Stop,G,"Comedy, Drama, Romance",01-01-56,05-14-02,96,Fresh,79,14,62,7925
Butch Cassidy and the Sundance Kid,PG,"Action , Adventure, Classics, Western",10-24-69,05-16-00,110,Certified Fresh,90,49,92,71088
Bye Bye Birdie,G,"Classics, Comedy, Kids , Family, Musical , Performing Arts",04-04-63,07-20-99,112,Fresh,89,28,66,10164
Calamity Jane,G,"Classics, Comedy, Musical , Performing Arts, Western, Romance",04-11-53,04-30-02,101,Fresh,75,20,88,20683
Camelot,G,"Action , Adventure, Classics, Comedy, Drama, Musical , Performing Arts, Science Fiction , Fantasy, Romance",10-25-67,01-05-07,179,Rotten,44,16,70,8339
Camille,NR,"Classics, Drama, Romance",01-01-36,06-09-05,108,Fresh,92,13,84,4344
Cape Fear,NR,"Classics, Drama, Mystery , Suspense",04-18-62,09-18-01,106,Fresh,100,20,86,17709
Captain Blood,NR,"Action , Adventure, Classics",12-28-35,04-19-05,119,Fresh,100,25,89,8179
Captains Courageous,PG,"Action , Adventure, Classics",06-25-37,01-31-06,106,Fresh,94,16,89,3801
Carnival of Souls,R,"Classics, Comedy, Horror, Mystery , Suspense",09-26-62,05-16-00,80,Fresh,86,35,73,9427
Carrie,R,Horror,11-16-76,09-29-98,98,Certified Fresh,92,66,77,352882
Casablanca,PG,"Classics, Drama, Romance",11-26-42,02-15-00,102,Certified Fresh,98,83,95,357186
Casino Royale,G,"Action , Adventure, Classics, Comedy",04-27-67,10-15-02,150,Rotten,26,38,35,33148
The Cat and the Canary,NR,"Classics, Horror, Mystery , Suspense",09-09-27,11-13-98,70,Fresh,94,16,74,1153
Cat on a Hot Tin Roof,PG,"Classics, Drama",09-20-58,09-23-97,108,Fresh,97,35,92,31721
Cat People,R,"Drama, Horror, Romance",06-12-42,09-20-16,73,Certified Fresh,93,46,73,7763
Cat People,R,"Drama, Horror, Mystery , Suspense",02-04-82,10-10-00,119,Fresh,61,46,45,10326
Caught,NR,"Classics, Drama, Mystery , Suspense",01-01-49,08-07-14,90,Fresh,100,8,78,515
The Champ,PG,"Drama, Sports , Fitness",03-20-79,09-07-02,123,Rotten,38,21,82,7698
Champion,NR,"Classics, Drama",01-01-49,04-22-13,99,Fresh,93,14,74,731
Charade,G,"Classics, Comedy, Drama, Mystery , Suspense",05-12-63,10-14-97,115,Fresh,95,39,92,42791
Charlotte's Web,G,"Animation, Kids , Family",02-22-73,06-19-01,93,Fresh,76,21,67,227161
The Chase,NR,"Classics, Drama",02-17-66,02-24-04,135,Fresh,83,6,74,2767
Checking Out,R,Comedy,04-21-89,02-12-03,95,Rotten,20,5,18,129
Children of the Corn,R,"Cult Movies, Horror, Mystery , Suspense",01-01-84,10-04-01,93,Rotten,36,25,40,84908
The Chosen,PG,Drama,01-08-81,02-09-03,108,Fresh,75,12,79,893
A Christmas Carol,G,"Classics, Drama, Kids , Family, Science Fiction , Fantasy",12-16-38,08-11-05,99,Fresh,100,12,74,56563
Christmas in Connecticut,G,"Classics, Comedy",01-01-45,08-11-05,101,Fresh,88,17,75,3721
A Christmas Story,PG,"Comedy, Drama, Kids , Family",11-18-83,09-28-99,93,Certified Fresh,89,57,88,285689
Cimarron,NR,"Classics, Drama, Western",01-26-31,01-31-06,130,Rotten,55,20,25,1496
Cleopatra,G,"Classics, Drama",12-06-63,03-04-01,246,Fresh,61,36,69,20517
College,NR,"Classics, Comedy, Romance",10-09-27,11-20-01,88,Fresh,89,18,73,2353
Colors,R,"Action , Adventure, Drama",04-15-88,02-10-01,120,Fresh,81,32,72,28428
Coma,PG,"Action , Adventure, Mystery , Suspense",06-01-78,01-29-08,113,Fresh,80,25,66,7678
Commando,R,"Action , Adventure",04-10-85,12-18-01,90,Fresh,70,33,67,138087
Convoy,PG,"Action , Adventure, Drama",06-28-78,01-07-03,106,Rotten,43,14,73,9457
Countdown,NR,"Action , Adventure, Documentary, Drama, Mystery , Suspense, Science Fiction , Fantasy",01-02-68,03-23-09,101,Fresh,80,5,28,251
The Country Girl,NR,"Classics, Drama",12-15-54,08-31-04,104,Fresh,86,7,78,3102
Cover Girl,NR,"Classics, Comedy, Musical , Performing Arts, Romance",03-30-44,08-19-03,107,Fresh,95,19,70,3764
Creature from the Black Lagoon,G,"Classics, Cult Movies, Horror, Science Fiction , Fantasy",05-03-54,08-28-01,79,Fresh,85,33,73,23562
Crossroads,R,Drama,03-14-86,10-08-04,99,Fresh,73,15,82,10484
Cutting Class,R,"Comedy, Drama, Horror",01-07-89,06-20-06,91,Rotten,25,8,22,3792
Damn Yankees,NR,"Classics, Comedy, Drama, Musical , Performing Arts, Science Fiction , Fantasy",09-26-58,12-10-04,110,Fresh,76,17,70,2827
Dangerous,G,"Classics, Drama",01-01-35,03-22-12,72,Fresh,80,5,61,689
Dangerous Liaisons,R,Drama,01-01-88,01-05-01,120,Fresh,93,30,83,46530
The Dark Mirror,NR,"Drama, Mystery , Suspense",10-18-46,05-16-06,85,Fresh,67,6,57,316
Darling,NR,"Art House , International, Classics, Comedy, Drama, Romance",01-01-65,02-12-03,124,Fresh,69,13,71,2180
Day of the Dead,NR,Horror,03-07-85,10-11-98,96,Fresh,83,36,75,64488
The Day the Earth Stood Still,G,"Classics, Drama, Science Fiction , Fantasy",01-01-51,04-03-03,92,Certified Fresh,95,55,87,34226
Days of Wine and Roses,NR,"Classics, Drama",12-26-62,06-01-04,138,Fresh,100,10,89,2546
Dead Heat,R,"Action , Adventure, Comedy, Horror, Mystery , Suspense",06-05-88,09-20-11,97,Rotten,11,9,49,6194
Dead Reckoning,NR,"Classics, Drama, Mystery , Suspense",01-01-47,01-14-03,100,Fresh,67,6,67,2002
Death in Venice,PG,Drama,01-03-71,02-17-04,130,Fresh,67,21,81,6399
Death of a Salesman,PG,"Drama, Television",09-15-85,01-28-03,135,Fresh,100,8,75,4583
Dèmoni (Demons),R,"Art House , International, Horror",04-10-85,11-11-14,89,Fresh,60,10,65,10378
The Desperate Hours,NR,"Classics, Drama, Mystery , Suspense",01-01-55,10-06-03,112,Fresh,86,7,79,2785
Devil Doll,NR,"Classics, Horror",01-01-64,05-04-05,80,Rotten,20,5,28,536
Dillinger,R,"Action , Adventure, Drama, Mystery , Suspense",07-20-73,09-19-00,107,Fresh,92,13,73,2522
Dinner at Eight,NR,"Classics, Comedy, Drama, Romance",08-23-33,01-03-05,113,Fresh,95,19,74,2824
Distant Thunder,R,Drama,11-11-88,07-12-04,120,Rotten,43,7,45,345
Doctor Zhivago,PG-13,"Classics, Drama, Television, Romance",12-22-65,01-01-98,193,Certified Fresh,83,46,88,45728
Dodge City,NR,"Classics, Western",08-04-39,04-19-05,105,Fresh,100,13,74,2612
Dolls,R,Horror,01-03-87,09-20-05,77,Fresh,62,13,51,8229
Dr. Jekyll and Mr. Hyde,NR,"Drama, Horror",12-31-31,06-01-04,96,Fresh,93,28,79,5629
How the Grinch Stole Christmas,NR,"Animation, Classics, Comedy, Kids , Family, Musical , Performing Arts, Television",01-06-67,10-31-00,26,Fresh,100,25,96,26
Dracula,NR,"Classics, Horror",01-01-31,08-28-01,75,Certified Fresh,91,46,82,44693
Dracula,R,"Horror, Mystery , Suspense",08-02-73,08-27-02,105,Fresh,60,5,40,1277
Dracula,R,"Art House , International, Drama, Horror, Romance",07-20-79,10-10-00,110,Fresh,63,16,58,9763
Dragnet,PG-13,"Action , Adventure, Comedy",,10-27-98,106,Rotten,50,34,41,35152
The Dream Team,PG-13,Comedy,07-04-89,01-07-03,113,Rotten,54,13,61,8271
Dressed to Kill,R,"Drama, Horror, Mystery , Suspense",01-01-80,08-28-01,105,Certified Fresh,83,47,74,10540
Duel,PG,"Mystery , Suspense, Television",01-01-72,08-17-04,90,Fresh,88,41,84,35469
Dune,PG-13,"Science Fiction , Fantasy",12-14-84,03-16-98,137,Rotten,53,47,66,70749
The Eagle Has Landed,PG,"Action , Adventure, Art House , International, Mystery , Suspense",,10-17-00,134,Fresh,67,9,68,7545
East of Eden,PG,"Classics, Drama",10-04-55,05-31-05,115,Fresh,86,37,90,23489
Easy Money,R,"Action , Adventure, Comedy",08-19-83,05-07-00,95,Fresh,60,10,58,5627
Eaten Alive,R,"Horror, Mystery , Suspense",06-30-77,01-02-00,96,Rotten,29,14,29,3381
Edipo re (Oedipus Rex),NR,"Art House , International, Drama",07-09-67,03-14-03,110,Fresh,86,7,78,1865
The Elephant Man,PG,Drama,03-10-80,11-12-01,123,Certified Fresh,91,47,93,64436
The Enforcer,R,"Action , Adventure, Drama, Mystery , Suspense",01-01-76,11-20-01,96,Fresh,79,28,59,15973
The Enforcer,NR,"Classics, Drama, Mystery , Suspense",02-24-51,04-30-13,87,Fresh,88,8,70,1290
Escape from New York,R,"Action , Adventure, Science Fiction , Fantasy",01-01-81,11-21-00,99,Certified Fresh,85,62,76,72560
Exodus,G,"Classics, Drama",12-15-60,10-15-02,208,Fresh,67,15,70,4248
Eyewitness,R,"Horror, Mystery , Suspense",02-13-81,06-28-05,102,Fresh,75,12,38,1852
Fahrenheit 451,NR,"Classics, Science Fiction , Fantasy",02-11-66,10-10-00,113,Fresh,81,36,72,25722
The Fan,R,"Drama, Mystery , Suspense",05-15-81,09-24-02,94,Rotten,43,14,33,1128
Fandango,PG,"Comedy, Drama",01-25-85,02-15-05,91,Rotten,50,6,78,5724
Far From the Madding Crowd,PG,"Drama, Romance",10-18-67,01-27-09,165,Fresh,72,25,77,1077
"Farewell, My Lovely",R,"Classics, Drama, Mystery , Suspense",08-20-75,06-29-99,97,Fresh,80,20,74,1461
Fatal Attraction,R,"Drama, Mystery , Suspense",11-09-87,04-16-02,120,Certified Fresh,75,48,71,52960
Father of the Bride,G,"Classics, Comedy, Drama",01-01-50,01-06-04,93,Fresh,93,30,74,13890
Flash Gordon,PG,"Action , Adventure, Comedy, Science Fiction , Fantasy",05-12-80,10-10-00,111,Fresh,80,40,69,46662
Flashback,R,Comedy,02-02-90,09-24-02,110,Rotten,38,13,61,5801
Flesh & Blood (Flesh+Blood) (The Rose and the Sword),R,"Action , Adventure, Drama",08-30-85,03-02-04,128,Fresh,81,16,63,4349
The Flight of the Phoenix,NR,"Action , Adventure, Classics, Drama",12-15-65,05-20-03,147,Fresh,90,21,81,9195
Flipper,G,"Action , Adventure, Classics, Drama, Kids , Family, Television",08-14-63,08-24-04,87,Rotten,40,5,49,26368
The Fly,NR,"Classics, Horror, Mystery , Suspense, Science Fiction , Fantasy",07-16-58,11-09-07,94,Fresh,95,39,71,11138
The Fly,R,"Drama, Horror, Science Fiction , Fantasy",08-15-86,05-09-00,96,Certified Fresh,92,60,83,89820
Flying Tigers,NR,"Action , Adventure, Classics, Drama",01-01-42,05-16-00,101,Fresh,67,9,69,788
Footloose,PG,"Drama, Musical , Performing Arts, Romance",02-17-84,08-10-02,107,Rotten,51,39,71,270239
The Four Feathers,NR,"Action , Adventure, Art House , International, Classics",03-08-39,04-19-05,99,Fresh,100,9,86,2885
Frantic,R,"Action , Adventure, Drama, Mystery , Suspense",02-26-88,01-06-04,120,Certified Fresh,78,41,64,22055
Freaky Friday,G,"Comedy, Kids , Family, Science Fiction , Fantasy",12-17-76,01-06-04,95,Fresh,70,23,57,65734
Fright Night,R,Horror,01-01-85,01-19-99,106,Fresh,91,35,76,49651
From Here to Eternity,G,"Classics, Drama, Romance",05-08-53,10-23-01,118,Certified Fresh,92,52,84,14848
Frosty the Snowman,G,"Animation, Kids , Family",07-12-69,07-25-01,30,Fresh,73,15,72,35106
The Fugitive,NR,Drama,03-11-47,02-16-12,99,Fresh,86,7,61,576
Fun with Dick and Jane,PG,Comedy,,01-07-03,96,Rotten,58,12,51,5485
Funny Farm,PG,Comedy,03-06-88,05-18-99,101,Fresh,65,20,50,25781
The Fury,R,"Drama, Horror, Mystery , Suspense, Science Fiction , Fantasy",01-01-78,04-09-01,118,Fresh,78,27,49,5184
Galaxy of Terror (Mindwarp: An Infinity of Terror) (Planet of Horrors) (Quest),R,"Action , Adventure, Horror, Mystery , Suspense, Science Fiction , Fantasy",10-21-81,07-20-10,80,Rotten,33,12,29,1091
Gallipoli,PG,"Art House , International, Drama",07-08-81,06-29-99,110,Certified Fresh,91,44,83,23078
The Gambler,R,"Classics, Drama",01-01-74,05-14-02,109,Fresh,78,9,77,1233
Game of Death,R,"Action , Adventure, Art House , International",01-03-78,03-07-01,102,Fresh,67,9,63,32528
The General,R,"Comedy, Drama, Romance",05-02-27,10-26-99,79,Certified Fresh,92,52,92,11457
The Getaway,R,"Action , Adventure, Classics, Drama",12-13-72,05-31-05,122,Fresh,85,20,82,9690
Girls! Girls! Girls!,PG,"Classics, Comedy, Musical , Performing Arts, Special Interest, Romance",11-21-62,07-01-03,98,Rotten,33,6,51,7952
Gloria,PG,"Action , Adventure, Comedy, Drama, Mystery , Suspense",01-10-80,02-25-03,123,Fresh,92,26,80,4674
Glory,R,Drama,12-15-89,01-01-98,122,Certified Fresh,93,43,93,60096
Go West,NR,"Classics, Comedy, Musical , Performing Arts, Western",01-06-40,01-29-92,81,Fresh,89,9,59,2683
Gone in 60 Seconds,PG,"Action , Adventure, Cult Movies, Drama, Mystery , Suspense",07-28-74,11-28-00,105,Rotten,43,14,66,196397
The Goodbye Girl,PG,"Comedy, Romance",11-30-77,01-18-00,110,Fresh,83,18,84,7466
"Goodbye, Mr. Chips",NR,"Art House , International, Classics, Comedy, Drama, Romance",07-28-39,03-02-04,114,Fresh,82,17,87,5649
The Great Gatsby,PG,"Classics, Drama, Romance",03-29-74,02-12-03,144,Rotten,39,36,47,20753
The Great Race,G,"Action , Adventure, Classics, Comedy, Kids , Family, Romance",01-07-65,04-06-02,130,Fresh,74,23,83,8776
The Green Berets,G,"Action , Adventure, Classics, Drama",06-19-68,10-30-97,141,Rotten,25,12,61,9617
Grizzly,PG,"Horror, Mystery , Suspense",05-21-76,02-12-98,90,Rotten,44,9,29,1777
Gulliver's Travels,NR,"Action , Adventure, Animation, Classics, Comedy, Kids , Family",12-22-39,10-03-09,74,Fresh,67,12,53,7271
The Gunfighter,NR,"Action , Adventure, Drama, Western",06-23-50,05-13-08,85,Fresh,100,10,89,1290
Gung Ho,PG-13,Comedy,03-14-86,07-16-02,111,Rotten,33,21,45,7118
Gypsy,NR,"Classics, Musical , Performing Arts",01-01-62,02-05-00,143,Fresh,64,14,74,6394
Hairspray,PG,"Comedy, Drama, Musical , Performing Arts",02-26-88,05-11-02,92,Certified Fresh,98,42,80,64137
Halloween,R,"Horror, Mystery , Suspense",10-25-78,10-27-97,93,Certified Fresh,96,68,89,302801
Hamlet,NR,"Classics, Drama",04-05-48,09-19-00,153,Fresh,91,34,80,7527
The Hand,R,"Drama, Horror",04-24-81,09-25-07,104,Rotten,11,9,28,1902
Hard Times,PG,"Action , Adventure, Classics, Drama",,05-22-01,93,Fresh,92,13,81,4109
Hardcore,R,Drama,01-01-79,09-14-04,105,Fresh,78,23,67,2393
The Harder They Fall,NR,"Classics, Drama, Mystery , Suspense",01-01-56,01-21-03,109,Fresh,100,11,80,2122
The Haunting,G,"Classics, Horror",09-18-63,05-08-03,113,Fresh,87,39,82,19295
