movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_rating,audience_count
The Salvation,R,"Drama, Western",02-27-15,04-08-15,100,Fresh,72,79,62,5315
The Samaritan,R,"Art House , International, Mystery , Suspense",05-18-12,09-25-12,93,Rotten,26,35,40,5351
The Santa Clause 2,G,"Comedy, Kids , Family, Science Fiction , Fantasy",10-27-02,11-18-03,104,Rotten,55,114,42,202429
The Sapphires,PG-13,"Comedy, Drama, Musical , Performing Arts",03-22-13,06-08-13,98,Certified Fresh,91,135,76,13278
The Sasquatch Gang,PG-13,"Comedy, Science Fiction , Fantasy",11-30-07,03-25-08,84,Rotten,46,13,57,3258
The Scarlet Pimpernel,NR,"Action , Adventure, Art House , International, Classics, Comedy, Documentary, Drama",07-02-35,08-25-98,95,Fresh,88,8,74,3591
The School of Flesh,R,"Art House , International, Drama",01-06-98,07-12-99,102,Fresh,68,19,59,737
The Science of Sleep,R,"Comedy, Drama, Science Fiction , Fantasy, Romance",06-18-06,05-02-07,106,Fresh,70,162,81,144352
The Scorpio File,PG,"Action , Adventure, Drama, Mystery , Suspense",04-19-73,01-18-00,114,Fresh,67,9,40,488
The Scribbler,R,"Mystery , Suspense",09-19-14,10-20-14,90,Rotten,50,14,37,428
The Sea,NR,Drama,,08-08-17,86,Rotten,50,20,39,89
The Sea of Trees,PG-13,Drama,08-26-16,01-11-16,110,Rotten,15,48,42,2242
The Seasoning House,NR,"Action , Adventure, Drama, Horror",,10-12-13,94,Rotten,21,14,41,540
The Seasons in Quincy: Four Portraits of John Berger,NR,Documentary,08-31-16,06-12-16,90,Fresh,70,23,49,90
The Second Best Exotic Marigold Hotel,PG,Comedy,06-03-15,07-14-15,122,Fresh,65,182,59,17725
The Second Mother (Que Horas Ela Volta?),R,Drama,08-28-15,12-01-16,114,Certified Fresh,97,88,89,2115
The Secret Life of Pets,PG,"Animation, Comedy",08-07-16,06-12-16,90,Certified Fresh,73,226,62,82326
The Secret Life of Pets 2,PG,"Animation, Comedy",07-06-19,08-13-19,86,Rotten,59,151,90,21927
The Secret Life Of Walter Mitty,PG,"Action , Adventure, Comedy, Drama",12-25-13,04-15-14,114,Rotten,51,191,70,79797
The Secret Life of Words,NR,"Art House , International, Drama",12-22-06,08-05-07,112,Fresh,69,39,86,7221
The Secret Lives Of Dorks,PG-13,Comedy,09-27-13,09-06-14,91,Rotten,11,9,40,271
The Secret of the Sword,G,"Action , Adventure, Animation, Kids , Family",03-22-85,06-11-06,91,Fresh,60,5,79,4428
The Secret Scripture,PG-13,"Art House , International, Drama",10-13-17,11-14-17,108,Rotten,36,39,68,283
The Selfish Giant,NR,Drama,12-20-13,04-29-14,91,Certified Fresh,98,85,81,6934
The Sensation of Sight,R,"Art House , International, Drama",08-08-08,02-09-08,134,Rotten,50,6,58,466
The Sense Of An Ending,PG-13,Drama,10-03-17,06-06-17,,Certified Fresh,76,118,51,1713
The Sentence,NR,"Documentary, Television",12-10-18,10-15-18,85,Fresh,90,20,89,125
The Sentinel,R,"Drama, Horror, Mystery , Suspense",07-01-77,07-09-04,91,Rotten,45,20,44,2879
The Sessions,R,"Comedy, Drama",10-19-12,12-02-13,95,Certified Fresh,91,200,80,23512
The Seven Five,R,Documentary,08-05-15,08-05-15,104,Fresh,83,29,85,1196
The Seventh Dwarf,PG,"Animation, Comedy",07-31-15,08-18-15,87,Rotten,22,9,28,118
The Seventh Fire,NR,Documentary,07-22-16,06-09-16,88,Fresh,92,26,53,372
The Shack,PG-13,Drama,03-03-17,05-30-17,132,Rotten,21,72,77,16346
The Shallows,PG-13,"Drama, Mystery , Suspense",06-24-16,09-27-16,87,Certified Fresh,79,212,59,32331
The Shanghai Gesture,NR,"Action , Adventure, Classics, Drama",01-15-42,08-31-99,97,Fresh,100,5,71,1045
The Shape of Water,R,"Drama, Science Fiction , Fantasy, Romance",12-22-17,03-13-18,119,Certified Fresh,92,426,72,25168
The Shop On Main Street (Obchod na Korze),NR,"Art House , International, Comedy, Drama",01-24-66,09-18-01,111,Fresh,100,14,94,2370
The Short Game,PG,"Documentary, Special Interest, Sports , Fitness",09-20-13,09-06-14,100,Fresh,84,19,85,381
The Siege of Jadotville,NR,Drama,,07-10-16,120,Fresh,64,11,73,972
The Signal,PG-13,"Mystery , Suspense, Science Fiction , Fantasy",06-13-14,09-23-14,95,Fresh,60,88,38,14685
The Silence,NR,"Art House , International, Drama, Mystery , Suspense",08-03-13,07-23-13,120,Fresh,88,32,72,4382
The Similars (Los Parecidos),NR,"Art House , International, Science Fiction , Fantasy",11-15-16,11-15-16,89,Fresh,95,19,49,316
The Singing Forest,NR,"Drama, Gay , Lesbian",12-10-03,08-31-04,72,Rotten,0,9,7,319
The Singing Revolution,G,"Documentary, Special Interest",07-12-07,03-02-09,94,Fresh,83,36,82,50627
The Single Moms Club,PG-13,"Comedy, Drama",03-14-14,07-22-14,111,Rotten,19,27,58,26786
The Sisterhood Of Night,PG-13,Horror,10-04-15,09-06-15,102,Fresh,80,20,65,576
The Sisters Brothers,R,"Comedy, Drama",10-19-18,05-02-19,121,Certified Fresh,87,196,68,2296
The Sitter,R,Comedy,09-12-11,03-20-12,81,Rotten,22,111,39,40739
The Skeleton Twins,R,"Comedy, Drama",12-09-14,12-16-14,93,Certified Fresh,87,162,69,30806
The Skin I Live In,R,"Art House , International, Drama, Mystery , Suspense",10-14-11,06-03-12,117,Certified Fresh,81,175,84,27011
The Sleepwalker,NR,Drama,11-21-14,11-05-15,92,Rotten,43,14,27,190
The Smurfs,PG,"Action , Adventure, Animation, Comedy, Kids , Family, Science Fiction , Fantasy",07-29-11,02-12-11,103,Rotten,22,116,44,70814
The Smurfs 2,PG,"Animation, Comedy",07-31-13,03-12-13,105,Rotten,14,94,56,73513
The Snow Queen,PG,"Animation, Art House , International, Kids , Family, Science Fiction , Fantasy",11-10-13,01-28-14,80,Rotten,0,6,66,285
The Snowman,G,"Action , Adventure, Animation, Kids , Family, Science Fiction , Fantasy",12-26-82,10-24-06,26,Fresh,80,5,91,7397
The Snowman,R,"Drama, Mystery , Suspense",10-20-17,01-16-18,,Rotten,7,189,18,11187
The Snowtown Murders,NR,"Art House , International, Drama, Mystery , Suspense",02-03-12,08-14-12,120,Certified Fresh,84,70,66,8538
The Son of No One,R,"Action , Adventure, Mystery , Suspense",04-11-11,02-21-12,94,Rotten,16,37,22,5689
The Song,PG-13,"Drama, Romance",09-26-14,10-02-15,112,Rotten,31,13,82,1990
The Song of Sway Lake,R,Romance,09-21-18,09-25-18,100,Rotten,42,33,80,51
The Sons Of Tennessee Williams,NR,"Documentary, Special Interest",07-10-11,02-14-12,75,Fresh,67,12,60,77
The Source Family,NR,"Documentary, Musical , Performing Arts",10-05-13,06-18-13,105,Fresh,77,22,71,339
The Source: The Story of the Beats and the Beat Generation,PG,"Classics, Comedy, Documentary, Musical , Performing Arts, Special Interest",08-25-99,05-07-00,88,Fresh,88,16,68,6493
The Souvenir,R,Drama,05-17-19,07-30-19,119,Certified Fresh,90,157,34,397
The Space Between Us,PG-13,"Action , Adventure, Science Fiction , Fantasy",03-02-17,05-16-17,120,Rotten,17,133,55,14351
The Special Relationship,NR,"Art House , International, Drama",05-29-10,11-30-10,93,Fresh,86,21,63,2332
The Spectacular Now,R,"Comedy, Drama, Romance",02-08-13,01-14-14,95,Certified Fresh,91,164,76,38451
The Spirit,PG-13,"Action , Adventure, Drama",12-25-08,04-14-09,102,Rotten,14,112,25,122630
The Spirit of the Marathon,PG,"Documentary, Sports , Fitness",01-24-08,07-10-08,104,Fresh,88,8,90,661
The SpongeBob Movie: Sponge Out of Water,PG,"Animation, Comedy, Kids , Family",06-02-15,02-06-15,100,Certified Fresh,81,103,54,51850
The Spy Who Came In from the Cold,NR,"Action , Adventure, Classics, Drama, Mystery , Suspense",01-01-65,07-13-04,112,Fresh,87,15,82,5402
The Spy Who Dumped Me,R,"Action , Adventure, Comedy",03-08-18,10-30-18,116,Rotten,49,203,58,3421
The Square,R,"Action , Adventure, Documentary, Mystery , Suspense, Special Interest",09-04-10,08-24-10,106,Certified Fresh,86,85,70,3650
The Square (Al Midan),NR,"Documentary, Special Interest",10-25-13,11-24-15,104,Certified Fresh,100,68,90,6126
The Square,R,"Art House , International, Comedy, Drama",10-27-17,01-30-18,142,Certified Fresh,85,209,70,3975
The Squeeze,PG-13,"Comedy, Drama, Sports , Fitness",04-17-15,08-06-15,95,Rotten,15,13,42,162
The Standoff at Sparrow Creek,NR,"Drama, Mystery , Suspense",01-18-19,01-18-19,88,Certified Fresh,77,48,67,214
The Stanford Prison Experiment,R,Drama,07-17-15,11-17-15,120,Certified Fresh,84,98,75,13753
The Star,PG,"Action , Adventure, Animation, Comedy, Kids , Family",11-17-17,02-20-18,86,Rotten,42,52,71,2920
The Starving Games,PG-13,Comedy,08-11-13,01-21-14,91,Rotten,0,9,21,2611
